id,name,house,house_link,description,added_date,added_by
142,Bes,18,,"Vanilla Cream Vapour, Caramelized Egyptian Sugar Dust, Vanilla Musk, Cardamom, Sandalwood and Egyptian Black Clove Buds.",2022-04-24 13:48:45,1
143,Bette,Sixteen92,,"Angel food cake, floral honey, marshmallow, pistachio, French vanilla, loose black tea",2022-04-24 13:48:45,1
144,Bewitched,Black Phoenix Alchemy Lab,,"Deep, luscious green and berry scents that evoke images of woodland witchcraft and the raw power of nature: blackberry, sage, green tea, wild berries and dark musk.",2022-04-24 13:48:45,1
145,Bewitched Amber,Pulp Fragrance,,Bewitched Amber,2022-04-24 13:48:46,1
146,Bien Loin D'Ici,Black Phoenix Alchemy Lab,,"The Scarlet Woman, aglow with sensual indolence: red musk, benzoin, caramel accord, golden honey, and spiced Moroccan unguents.",2022-04-24 13:48:46,1
147,Billie,Alpha Musk,,"ripe silky jasmine petals & rose, gold sparkling vanilla, "" the blues"" gardenia, cashmere santal, cognac & cream, black roses, Egyptian amber, China musk",2022-04-24 13:48:46,1
148,Binary Sonata,Stereoplasm,,"(vintage musk, forest berry accord, thyme, ether) - Arrangement of notes said to materialize rare or extinct fruit, herbs, berries and experiences (forbidden music node that disorients and causes general confusion).",2022-04-24 13:48:46,1
149,Birthday Party (2018),Astrid,,Nutmeg spiced buttercream frosting and snickerdoodle cupcakes.,2022-04-24 13:48:46,1
150,Bite Me,Black Phoenix Alchemy Lab,,Croquembouche with almond silk and a drizzle of caramel.,2022-04-24 13:48:46,1
151,Black Amber & Sugar Cane,Black Phoenix Alchemy Lab,,Single Note.,2022-04-24 13:48:46,1
152,Black Annis,Black Phoenix Alchemy Lab,,"Black Annis' perfume is a mixture of damp cave lichen and oak leaf with a hint of vetiver, civet and anise.",2022-04-24 13:48:46,1
153,Black Berry Bliss,Cocoa Pink,,"Amber resin, Raspberries, Strawberries, Blackberries, and Cranberries.",2022-04-24 13:48:46,1
154,Black Cat,Heaven and Earth Essentials,,"Buttercream, Antique Patchouli EO, Sandalwood EO, and Orange Blossom EO.",2022-04-24 13:48:46,1
155,Black Cat,Nui Cobalt,,"Darkly sweet pipe tobacco, blackcurrant, and chai spices amid the swirling smoke of sacred nag champa and myrrh.",2022-04-24 13:48:46,1
156,Black Chocolate,Cocoa Pink,,"Dark complex Belgian chocolate laced with two types of rich amber resin. Our chocolate does not morph on the skin, but remains a lovely true scent.",2022-04-24 13:48:46,1
157,Black Honey,Nui Cobalt Designs,,"An offbeat Gothic blend for true renegades and revolutionaries. Autumn harvest honey, nutmeg, clove, roasted cocoa, molasses, birch bark, star anise, and oud. Wear when you're ready to shake things up and ditch the comfort zone.",2022-04-24 13:48:46,1
158,Black Lotus,Black Phoenix Alchemy Lab,,"Born in the shadows of a Temple to Set, this corrupted Egyptian scent evokes images of black pyramids, river demons, and bleak, deadly desert sands. Black lotus flower, amber, myrrh and sandalwood.",2022-04-24 13:48:46,1
159,Black Lung,Whisper Sisters,,A clove cigarette blend; think black cloves from the '90s.,2022-04-24 13:48:46,1
160,Black Mass,Hexennacht,,"smoked vanilla, frankincense, Peru balsam, labdanum, amber, vetiver, Atlas cedarwood, patchouli, night musk, and scorched marshmallows",2022-04-24 13:48:46,1
161,Black Pearl,Black Phoenix Alchemy Lab,,"Coconut, Florentine iris, hazelnut and opalescent white musk.",2022-04-24 13:48:46,1
162,Black Phoenix Alchemy for Wayward Ghouls,Black Phoenix Alchemy Lab,,A haze of strawberry musk and coconut-fluff fur.,2022-04-24 13:48:46,1
163,Black Rose,Black Phoenix Alchemy Lab,,"Exquisitely melancholy. The background scent to an ancient exequies. Heavy, dark and floral: a blend of roses, with a touch of amber and musk.",2022-04-24 13:48:46,1
164,Black Tails & White Whiskers,18,,"Soy Milk Chocolate Mocha Coffee accord, Cacao bean, Warm Coffee, Chocolate Syrup, Sweet Cream and Whipped Cream",2022-04-24 13:48:46,1
165,Black Tea & Mint,Firebird,,"Crisp, iced black tea, steeped with fresh mint leaves and sweetened with a little sugar. Refreshing, cooling, the perfect antidote to a hot summers day. But unlike a straight mint scent this isn't icy and bracing. On the skin the tea notes lend a subtle warmth and a hint of citrus comes out, adding depth and complexity.",2022-04-24 13:48:46,1
166,Black Vanilla,Hexennacht,,"Golden amber, three different vanillas, marshmallow fluff, musk.",2022-04-24 13:48:46,1
167,Blackberry & Oud,Black Phoenix Alchemy Lab,,Single Note.,2022-04-24 13:48:46,1
168,Blackberry Kobalt,18,,"Egyptian Blackberry, White Musk, Kobalt Vanilla Orchid, Blue Egyptian Basil, Black Honey and a kiss of Blue Sugar.",2022-04-24 13:48:46,1
169,Blackberry Lace,Wylde Ivy,,"Fresh and sweet, with just a touch of mystique. Vanilla and rum soaked blackberries with sweet pineapple chunks, delicate jasmine petals, dewy strawberry leaves, crisp apple peel, and wrapped in airy tendrils of white musk and soft amber.",2022-04-24 13:48:46,1
170,Blackburn Farmstead,Solstice Scents,,"Blackberry Jam, Boysenberry Preserves, Vanilla Bean, Creamy Vanilla and a touch of Vanilla Musk",2022-04-24 13:48:46,1
171,Blackcurrant Pie,Black Phoenix Alchemy Lab,,With a hint of cinnamon and cardamom.,2022-04-24 13:48:46,1
172,Blackcurrant Sufganiyot,Black Phoenix Alchemy Lab,,"Golden-brown and sugar-dusted, plump with sweet blackcurrant jelly.",2022-04-24 13:48:46,1
173,Blanket Fort,Siren Song Elixirs,,"Fluffy Marshmallows, Creamy Dreamy Cashmere, Juicy Fig Tarts, Spiked Eggnog",2022-04-24 13:48:46,1
174,Bliss,Black Phoenix Alchemy Lab,,"A shot of pure, self-indulgent euphoria! A scent that is very, very wicked in its own way: the serotonin-slathered scent of pure milk chocolate.",2022-04-24 13:48:46,1
175,Blomsterjordbær,Forelsket,,"Sweet strawberries on the vine, intertwined with violets",2022-04-24 13:48:46,1
176,Blood,Black Phoenix Alchemy Lab,,"A vital, bold scent, throbbing with sensuality. Essence of dragon's blood resin, thickened with myrrh and cherry, with a trickle of clove.",2022-04-24 13:48:46,1
177,Blood's Kiss,Black Phoenix Alchemy Lab,,"Lush, creamy vanilla and the honey of the sweetest kiss smeared with the vital throb of husky clove, swollen red cherries, but darkened with the vampiric sensuality of vetiver, soporific poppy and blood red wine, and a skin-light pulse of feral musk.",2022-04-24 13:48:46,1
178,Blossom Jam Tea Cakes,Solstice Scents,,"Southern Tea Cakes, Petit Fours, Floral Infused Jams & Preserves and a Delicate Aroma of Tea.",2022-04-24 13:48:46,1
179,Blue Cotton Candy,Alpha Musk,,Blue Cotton Candy,2022-04-24 13:48:46,1
180,Blue Lotus Diamond,18,,"Rare Blue Lotus, Golden Frankincense, Amber Musk and the charm and faience of Studio Limited - Diamond (Redwood and Cedar).",2022-04-24 13:48:46,1
181,Blue Musk,Hexennacht,,"Clean, soapy, aquatic.",2022-04-24 13:48:46,1
182,Blueberry Cheesecake Cotton Candy,NAVA,,"Cheesecake/Cream Cheese accord, Blueberry essence, White Plum, Brown Sugar, Vanilla and Cotton Candy accord Vegan",2022-04-24 13:48:46,1
183,Blueberry Crème Soda,Hexennacht,,Blueberry cordial and cream soda with an extra shot of vanilla.,2022-04-24 13:48:46,1
184,Bluebird in My Heart,Alpha Musk,,"There's a bluebird in my heart that wants to get out. but I'm too tough for him, I say, stay in there, I'm not going to let anybody see you.” - Bukowski Spiced blue pale musk, puffs of smoke, dew covered suburban grass and weeds, crisp air at the crack of dawn, you haven't slept one bit but, you can't get your mind off the past… and broken fences, and vodka, neat",2022-04-24 13:48:46,1
185,Bohème,Alkemia,,An intoxicatingly free-spirited unisex blend of earthy patchouli and blood-red roses. Erotically radiant.,2022-04-24 13:48:46,1
186,Bohemiens en Voyage,Alkemia,,Bohemiens en Voyage,2022-04-24 13:48:46,1
187,Bohun Upas,Black Phoenix Alchemy Lab,,"A deceptively tranquil scent: heady fruits, dry bark, and deep green leaves, enveloped by a dark and sinister murk.",2022-04-24 13:48:46,1
188,Bollocks,Nui Cobalt,,"Banoffee Pie: golden toffee conjured from sweetened condensed milk, sauteed spiced bananas, and a crumbly crust of butter biscuits.",2022-04-24 13:48:46,1
189,Bollywood or Bust,Smell Bent,,"An intoxicating blend of red rose absolute, robust sandalwood and rich, savory spices",2022-04-24 13:48:46,1
190,Bomb Pop Lemonade,Hexennacht,,"Cherry, lime, blue raspberry.",2022-04-24 13:48:46,1
191,Bon Vivant,Black Phoenix Alchemy Lab,,An effervescent blend of crystalline champagne notes and sweet strawberry.,2022-04-24 13:48:46,1
192,Bonbons à la Vanille,Freebie,,"A grown up Vanilla Candy. We started with Tahitian vanilla beans made into a new accord, then added some Peru balsam and a warm skin scent base. Cosy for winter days! 40% concentration fragrance though this is a soft scent, true natural vanilla is soft so the nature of its personality is also soft.",2022-04-24 13:48:46,1
193,Bonbons au Lait,Freebie,,"Milk, sugar, custard/ice cream, sandalwood, warm musk. Yummy ice cream in a cone, beautiful, cozy, and relaxing!",2022-04-24 13:48:46,1
194,Boo (2009),Black Phoenix Alchemy Lab,,"Eerie billows of spun sugar, fluttering white cotton, and sheets of cream.",2022-04-24 13:48:46,1
195,Boo! HG,Black Phoenix Alchemy Lab,,"Eerie billows of spun sugar, fluttering white cotton, and sheets of cream.",2022-04-24 13:48:46,1
196,Book of Shadows,Alkemia,,"A biblichor of eldritch books - heavy parchment paper, ancient iron oak gall ink, crumbling leather bindings, and wafts of rare incenses.",2022-04-24 13:48:46,1
197,Bordello of Blood,Hexennacht,,"Red musk, dragons blood, honey, tonka, saffron, Eastern spices, incense smoke, fire-cured tobacco, beeswax candles, black musk, caramel.",2022-04-24 13:48:46,1
198,Bourbon Street,Hexennacht,,"Coffee, beignets, mahogany, pipe tobacco, cocoa, cardamom.",2022-04-24 13:48:46,1
199,Bourbon Vanilla,Haus of Gloi,,"A deep, dark aged vanilla bean.",2022-04-24 13:48:46,1
200,Bourbon Vanille,18,,"Bourbon Vanille with touches of almond, pistachio, gold sweet tobacco and white musk. Aged Madagascar Bourbon Vanilla Beans. A drop of aged Crystalline in Oak wood barrel. Alone or layered with any of your favourite SLs will create a beautiful vanilla tone to your own personalized perfume.",2022-04-24 13:48:46,1
201,Bramble,Bunny Nose Scents,,Thorny and sweet. Rose and blackberry with a cottonwood base.,2022-04-24 13:48:46,1
202,Briar + Vanilla,Wylde Ivy,,"Raw vanilla, charred amber, dried brambles warmed in the sun, white cedarwood bows, dried oakmoss dusted with crushed tonka beans, a touch of woodsmoke on frost nipped air mingled with a soft sugar musk",2022-04-24 13:48:46,1
203,Brier Path,Haus of Gloi,,"Sun drenched trail leading to a day dream of ripe berries and wood rose, rich forest loam, ozone, dark amber and cream.",2022-04-24 13:48:46,1
204,Brisingamen,Black Phoenix Alchemy Lab,,"When Brisingamen graces your throat, no man can resist your charms. A glittering mantle of rich golden notes: five ambers, soft myrtle and apple blossom, myrtle, and carnation.",2022-04-24 13:48:46,1
205,Brooding and Bookish,Alpha Musk,,"glue heavy brittle & yellowed paperback pulp novels, black amber dust, lapsing tea for a blackened soul, iron clad locks, linden dust, anger in the air creating a stagnant ozone",2022-04-24 13:48:46,1
206,Brown Sugar Latte,Haus of Gloi,,"Espresso, creamy vanilla oat milk, and brown sugar syrup.",2022-04-24 13:48:46,1
207,Bruise Violet,Sixteen92,,"Red lipstick accord, dusting powder, white iris, violet leaf, Damascus & Bulgarian rose, red grapefruit zest",2022-04-24 13:48:46,1
208,Brusque Violet,Black Phoenix Alchemy Lab,,"Violet petal, violet leaf, osmanthus, orris, mint, and opoponax.",2022-04-24 13:48:46,1
209,Burning Vulva,Black Phoenix Alchemy Lab,,"Vanilla-infused amber, leather, beeswax, cyclamen, oakmoss, peru balsam, orange blossom, red ginger, tonka, opoponax, myrrh, and black pepper.",2022-04-24 13:48:46,1
210,Burnt Sugar & Blackberry,Black Phoenix Alchemy Lab,,Single Note.,2022-04-24 13:48:46,1
211,Butterfly Orange,18,,"Blood Orange, Elderflower Blossom, Mandarin Orange zest, White Lily, Strawberry Vine and Crystalline Absolute",2022-04-24 13:48:46,1
212,Butterfly Red,18,,"Skin Musk, Black Vanilla, Ripened Pear, Mandarin skin, Red Apple skin, envie parfum saphir absolute and Amber-musk",2022-04-24 13:48:46,1
213,By Candlelight,Haus of Gloi,,Warm candle wax and golden amber wrapped in cashmere accord and soft vanilla woods.,2022-04-24 13:48:46,1
214,Cabin Fever,Alpha Musk,,"oh fuckery, am I losing it? I need an old fashioned cocktail, STAT, let me see what I have in the kitchen, I haven't left the house in weeks so I'll errr, I'll eye about 2 shots of bourbon in this sippy cup, ah fuck it, how about 3!…and I need garnish, OH! I've got this cup of mandarin in lite syrup for the kids, that'll do, …and now to cool it down…damnit! I'm shit out of ice! I will use the last scoop of frost bitten vanilla bean ice cream instead, I ate all the cookie dough out of this pint and couldn't find it in myself to throw it out. This works for me, I've got this, now to waste away a few more days without the sun…",2022-04-24 13:48:46,1
215,Cairo,Black Phoenix Alchemy Lab,,"The essence of holy Kyphi, beloved incense of the Egyptian Gods.",2022-04-24 13:48:46,1
216,Cake Batter Ice Cream,Arcana,,"Yellow cake batter is blended into cold, creamy ice cream with extra vanilla and a smattering of sprinkles.",2022-04-24 13:48:46,1
217,Cali Vibes,Alpha Musk,,"I don't have a ton of citrus in my perfumes but this is citrus done right with a woody undertone grounded by a musk and amber base. it's clean, lady-like, elegant and smells refined. Notes of lemon blossom, California orange, amyris, iris base of vetiver musk and amber accord.",2022-04-24 13:48:46,1
218,Calliope,Alkemia,,"A beguiling divertissement of piquant clementine, orange blossoms, white orchid, sugared currants, tonka, and vanilla musk whirled with flirtatious teases of billowy cotton candy floss and kisses of saltwater taffy.",2022-04-24 13:48:46,1
219,Calypso Cove,Wylde Ivy,,"Crystal sunshine flows from her hair and pools in her wake like a veil. She wears a simple dress of the sheerest blue, that some people swear is nothing more than the sea itself. When she sings, pure white flowers spill from her hands. She weeps at the beauty of the world everyday and those tears, they turn to pearls. When she dreams, the air around her smells like peaches and coconut. Notes: sweet bergamot, sugar dipped gardenias, glistening peach nectar, white sandalwood, raw vanilla beans, and fresh cracked coconut",2022-04-24 13:48:46,1
220,Cameo,Solstice Scents,,"Almond, Rose, Yellow Cake, Tonka Bean, Coconut, Ginger and Green Orange",2022-04-24 13:48:46,1
221,Camp Xyrena,Xyrena,,"Cedarwood, pine, sandalwood, and warm styrax resin with notes of damp earth, leaves and ozone, plus birch tar oil for the smoky campfire + s'more accord of cinnamon graham cracker, melted milk chocolate and toasted marshmallow",2022-04-24 13:48:46,1
222,Candied Violets,Hexennacht,,Sugared violet.,2022-04-24 13:48:46,1
223,Candy Cane Musk,NAVA,,"Peppermint Essential oil, Summer Strawberry accord, infused Mint Leaves, Crystalline, Sugar accord, Bastet's Musk (soft white floral blends of Tuberose, Mallow, Angelica, Musk Flower, and White Lily), Spearmint, Apricot and Marshmallow mint can create a cooling sensation, please test if you have sensitivity to any mint.",2022-04-24 13:48:46,1
224,Candy Pail,Andromeda's Curse,,"Lemon, Sugar, Cherry, Strawberry Candy, Green Apple, Caramel, Chocolate, Vanilla",2022-04-24 13:48:46,1
225,Cape Heartache,Imaginary Authors,,"Douglas Fir, Pine Resin, Western Hemlock, Vanilla Leaf, Strawberry, Old Growth, Mountain Fog",2022-04-24 13:48:46,1
226,Caramel Apple Creme Brülee,Hex,,Caramel Apple Creme Brülee,2022-04-24 13:48:46,1
227,Caramel Fluff,Doctor Sweet Tooth,,"Our creative Caramel Fluff fragrance is the enticing aroma of homemade powder puff marshmallows, so airy and light, drizzled with smooth creamy caramel.",2022-04-24 13:48:46,1
228,Cardamom Rose Sugar,Solstice Scents,,"Brown Sugar, Cardamom, Moroccan & Bulgarian Rose Absolutes.",2022-04-24 13:48:46,1
229,Carmen 7,Alkemia,,"An indecent proposal of succulently spiced pear, exotic lychees, decadent french pralines, bourbon vanilla, and crushed almond blossoms leads to a ménage à trois of gardenia, star jasmine, and magnolia illuminated by the afterglow of a sensuously musky amber.",2022-04-24 13:48:46,1
230,Carnal Persuasion,Universal Voodoo,,"Peach, Tobacco, Patchouli, Wood Smoke, Caramel",2022-04-24 13:48:46,1
